ÁREA,CARRERA,CIUDAD,AÑO,TIPO DE EDUCACIÓN,MATRICULADOS HOMBRES,MATRICULADOS MUJERES,NUEVOS HOMBRES,NUEVOS MUJERES,TITULADOS HOMBRES,TITULADOS MUJERES
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,AUDITORIA FINANCIERA,SANTA CRUZ,2003,PRIVADA,727,1003,464,596,28,49
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,COMERCIO INTERNACIONAL,SANTA CRUZ,2003,PRIVADA,169,262,144,176,0,0
CIENCIAS SOCIALES,RELACIONES INTERNACIONALES,SANTA CRUZ,2003,PRIVADA,118,278,78,180,1,5
INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTRONICA Y DE SISTEMAS,SANTA CRUZ,2003,PRIVADA,1002,78,594,42,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA EN ADMINISTRACION PETROLERA,SANTA CRUZ,2003,PRIVADA,265,68,220,60,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA EN INFORMATICA Y SISTEMAS ADMINISTRATIVOS,SANTA CRUZ,2003,PRIVADA,518,180,348,132,7,3
INGENIERIA Y TECNOLOGIA,INGENIERIA EN REDES Y TELECOMUNICACIONES,SANTA CRUZ,2003,PRIVADA,251,17,344,44,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA INDUSTRIAL Y COMERCIAL,SANTA CRUZ,2003,PRIVADA,270,57,178,46,1,0
INGENIERIA Y TECNOLOGIA,INGENIERIA MECANICA AUTOMOTRIZ Y AGROINDUSTRIAL,SANTA CRUZ,2003,PRIVADA,0,0,0,0,3,0
"ARQUITECTURA, URBANISMO Y ARTE",ARQUITECTURA,TARIJA,2003,PRIVADA,94,56,188,112,6,6
"ARQUITECTURA, URBANISMO Y ARTE",ARQUITECTURA Y URBANISMO,TARIJA,2003,PUBLICA,322,169,148,78,0,0
"ARQUITECTURA, URBANISMO Y ARTE",DISEÑO GRAFICO Y COMUNICACION SOCIAL,TARIJA,2003,PRIVADA,0,0,0,0,0,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,AGROPECUARIA,TARIJA,2003,PUBLICA,0,0,0,0,0,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA AGROINDUSTRIAL,TARIJA,2003,PRIVADA,0,0,0,0,0,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA AGRONOMICA,TARIJA,2003,PUBLICA,216,42,110,16,35,4
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA FORESTAL,TARIJA,2003,PUBLICA,208,33,56,8,14,7
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,MEDICINA VETERINARIA Y ZOOTECNIA,TARIJA,2003,PUBLICA,65,17,50,16,0,0
CIENCIAS DE LA COMUNICACION,CIENCIAS DE LA COMUNICACION SOCIAL,TARIJA,2003,PRIVADA,33,41,66,82,2,0
CIENCIAS DE LA COMUNICACION,RELACIONES PUBLICAS,TARIJA,2003,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,CIENCIAS DE LA EDUCACION,TARIJA,2003,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,GESTION DE TURISMO,TARIJA,2003,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,IDIOMAS,TARIJA,2003,PUBLICA,91,287,60,174,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,PSICOLOGIA,TARIJA,2003,PUBLICA,118,395,52,172,4,15
CIENCIAS DE LA SALUD,ENFERMERIA,TARIJA,2003,PUBLICA,31,553,36,202,0,72
CIENCIAS DE LA SALUD,MEDICINA,TARIJA,2003,PUBLICA,93,99,74,76,0,0
CIENCIAS DE LA SALUD,ODONTOLOGIA,TARIJA,2003,PUBLICA,597,668,114,150,0,0
CIENCIAS DE LA SALUD,QUIMICA FARMACEUTICA,TARIJA,2003,PUBLICA,70,688,46,252,3,26
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ADMINISTRACION DE EMPRESAS,TARIJA,2003,PRIVADA,43,42,86,84,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ADMINISTRACION DE EMPRESAS,TARIJA,2003,PUBLICA,439,382,140,106,12,20
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,COMERCIO INTERNACIONAL,TARIJA,2003,PUBLICA,46,42,34,24,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,CONTADURIA PUBLICA,TARIJA,2003,PRIVADA,0,0,0,0,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,CONTADURIA PUBLICA,TARIJA,2003,PUBLICA,905,1250,282,356,35,52
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ECONOMIA,TARIJA,2003,PUBLICA,223,167,56,44,15,5
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,INGENIERIA COMERCIAL,TARIJA,2003,PRIVADA,70,72,152,156,12,18
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,INGENIERIA COMERCIAL,TARIJA,2003,PUBLICA,73,63,58,52,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,INGENIERIA FINANCIERA,TARIJA,2003,PRIVADA,0,0,0,0,0,0
CIENCIAS SOCIALES,CIENCIAS POLITICAS,TARIJA,2003,PRIVADA,0,0,0,0,0,0
CIENCIAS SOCIALES,DERECHO,TARIJA,2003,PRIVADA,101,106,162,172,0,2
CIENCIAS SOCIALES,DERECHO,TARIJA,2003,PUBLICA,913,878,328,278,55,49
CIENCIAS SOCIALES,RELACIONES INTERNACIONALES,TARIJA,2003,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA CIVIL,TARIJA,2003,PRIVADA,87,13,174,26,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA CIVIL,TARIJA,2003,PUBLICA,984,133,236,42,31,11
INGENIERIA Y TECNOLOGIA,INGENIERIA DE ALIMENTOS,TARIJA,2003,PUBLICA,43,51,26,12,1,2
INGENIERIA Y TECNOLOGIA,INGENIERIA DE RECURSOS HIDRICOS,TARIJA,2003,PUBLICA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA DE SISTEMAS,TARIJA,2003,PRIVADA,98,31,196,62,9,1
INGENIERIA Y TECNOLOGIA,INGENIERIA DE SISTEMAS,TARIJA,2003,PUBLICA,54,22,58,28,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA DEL MEDIO AMBIENTE,TARIJA,2003,PUBLICA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA EN GESTION AMBIENTAL,TARIJA,2003,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA EN GESTION PETROLERA,TARIJA,2003,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA EN REDES Y TELECOMUNICACIONES,TARIJA,2003,PRIVADA,22,8,44,16,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA INDUSTRIAL,TARIJA,2003,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA INDUSTRIAL,TARIJA,2003,PUBLICA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA INFORMATICA,TARIJA,2003,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA INFORMATICA,TARIJA,2003,PUBLICA,537,410,140,102,6,8
INGENIERIA Y TECNOLOGIA,INGENIERIA MECATRONICA,TARIJA,2003,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA PETROQUIMICA,TARIJA,2003,PUBLICA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA QUIMICA,TARIJA,2003,PUBLICA,88,39,56,20,8,4
"ARQUITECTURA, URBANISMO Y ARTE",ARQUITECTURA Y URBANISMO,BENI,2004,PRIVADA,49,119,4,34,2,1
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA AGRONOMICA,BENI,2004,PUBLICA,203,38,60,14,21,5
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA AGROPECUARIA,BENI,2004,PUBLICA,102,37,42,18,0,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA FORESTAL,BENI,2004,PUBLICA,264,115,130,52,6,2
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,MEDICINA VETERINARIA Y ZOOTECNIA,BENI,2004,PUBLICA,366,94,142,38,43,7
CIENCIAS DE LA COMUNICACION,CIENCIAS DE LA COMUNICACION,BENI,2004,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA COMUNICACION,CIENCIAS DE LA COMUNICACION SOCIAL,BENI,2004,PUBLICA,0,0,0,0,2,0
CIENCIAS DE LA COMUNICACION,RELACIONES PUBLICAS,BENI,2004,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,CIENCIAS DE LA EDUCACION,BENI,2004,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,CIENCIAS DE LA EDUCACION,BENI,2004,PUBLICA,368,276,68,110,0,14
CIENCIAS DE LA EDUCACION Y HUMANIDADES,EDUCACION INTERCULTURAL,BENI,2004,PUBLICA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,GESTION DE TURISMO,BENI,2004,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,PEDAGOGIA,BENI,2004,PUBLICA,723,1010,0,0,1,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,PEDAGOGIA (CURSO COMPLEMENTARIO PARA DOCENTES EN SERVICIO),BENI,2004,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,TURISMO,BENI,2004,PUBLICA,64,96,52,116,0,0
CIENCIAS DE LA SALUD,BIOQUIMICA Y FARMACIA,BENI,2004,PUBLICA,153,228,114,294,0,0
CIENCIAS DE LA SALUD,ENFERMERIA,BENI,2004,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA SALUD,ENFERMERIA,BENI,2004,PUBLICA,193,325,24,38,2,27
CIENCIAS DE LA SALUD,MEDICINA,BENI,2004,PUBLICA,0,0,0,0,0,0
CIENCIAS DE LA SALUD,ODONTOLOGIA,BENI,2004,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA SALUD,ODONTOLOGIA,BENI,2005,PRIVADA,0,0,0,0,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ADMINISTRACION DE EMPRESAS,BENI,2004,PRIVADA,36,20,0,0,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ADMINISTRACION DE EMPRESAS,BENI,2004,PUBLICA,294,167,66,44,12,9
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,AUDITORIA,BENI,2004,PRIVADA,54,41,0,0,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,COMERCIO INTERNACIONAL,BENI,2004,PRIVADA,0,0,0,0,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,CONTADURIA PUBLICA,BENI,2004,PRIVADA,0,0,0,0,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,CONTADURIA PUBLICA,BENI,2004,PUBLICA,499,333,118,102,19,19
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ECONOMIA,BENI,2004,PUBLICA,273,147,66,38,5,3
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,INGENIERIA COMERCIAL,BENI,2004,PRIVADA,38,94,6,36,0,0
CIENCIAS SOCIALES,DERECHO,BENI,2004,PRIVADA,171,240,16,50,5,4
CIENCIAS SOCIALES,DERECHO,BENI,2004,PUBLICA,481,280,460,324,7,7
CIENCIAS SOCIALES,RELACIONES INTERNACIONALES,BENI,2004,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA CIVIL,BENI,2004,PUBLICA,138,33,136,38,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA DE SISTEMAS,BENI,2004,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA DE SISTEMAS,BENI,2004,PUBLICA,272,98,312,114,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA DE SISTEMAS INFORMATICOS,BENI,2004,PRIVADA,8,21,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA DE SISTEMAS INFORMATICOS,BENI,2004,PRIVADA,0,0,8,16,0,0
"ARQUITECTURA, URBANISMO Y ARTE",ARQUITECTURA,CHUQUISACA,2004,PRIVADA,133,67,21,23,4,0
"ARQUITECTURA, URBANISMO Y ARTE",ARQUITECTURA,CHUQUISACA,2004,PUBLICA,567,263,63,28,31,16
"ARQUITECTURA, URBANISMO Y ARTE",ARTE Y DISEÑO GRAFICO,CHUQUISACA,2004,PUBLICA,0,0,0,0,0,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,ADMINISTRACION AGROPECUARIA,CHUQUISACA,2004,PUBLICA,13,7,13,7,0,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,AGRONOMIA,CHUQUISACA,2004,PRIVADA,4,0,4,0,0,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA AGROFORESTAL,CHUQUISACA,2004,PUBLICA,29,24,4,5,2,1
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA AGROINDUSTRIAL,CHUQUISACA,2004,PUBLICA,0,0,0,0,0,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA AGRONOMICA,CHUQUISACA,2004,PUBLICA,237,37,47,8,28,12
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA DEL DESARROLLO RURAL,CHUQUISACA,2004,PUBLICA,0,0,0,0,0,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA ZOOTECNICA,CHUQUISACA,2004,PUBLICA,252,49,49,10,32,6
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,VETERINARIA,CHUQUISACA,2004,PRIVADA,32,19,6,6,2,2
CIENCIAS DE LA COMUNICACION,CIENCIAS DE LA COMUNICACION SOCIAL,CHUQUISACA,2004,PUBLICA,343,330,142,79,25,26
CIENCIAS DE LA EDUCACION Y HUMANIDADES,ADMINISTRACION DE HOTELERIA Y TURISMO,CHUQUISACA,2004,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,ESTUDIOS INTERCULTURALES,CHUQUISACA,2004,PRIVADA,6,8,2,3,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,HISTORIA,CHUQUISACA,2004,PUBLICA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,IDIOMAS,CHUQUISACA,2004,PUBLICA,135,412,61,114,5,32
CIENCIAS DE LA EDUCACION Y HUMANIDADES,PEDAGOGIA,CHUQUISACA,2004,PUBLICA,187,399,46,66,10,39
CIENCIAS DE LA EDUCACION Y HUMANIDADES,PSICOLOGIA,CHUQUISACA,2004,PRIVADA,33,61,3,19,5,10
CIENCIAS DE LA EDUCACION Y HUMANIDADES,PSICOLOGIA,CHUQUISACA,2004,PUBLICA,184,572,41,118,1,1
CIENCIAS DE LA EDUCACION Y HUMANIDADES,TEOLOGIA,CHUQUISACA,2004,PRIVADA,22,24,6,7,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,TURISMO,CHUQUISACA,2004,PUBLICA,100,241,33,78,9,26
CIENCIAS DE LA SALUD,BIOIMAGENOLOGIA,CHUQUISACA,2004,PUBLICA,0,0,0,0,0,0
CIENCIAS DE LA SALUD,BIOQUIMICA,CHUQUISACA,2004,PUBLICA,187,1226,57,300,13,172
CIENCIAS DE LA SALUD,ENFERMERIA,CHUQUISACA,2004,PUBLICA,20,468,9,116,0,84
CIENCIAS DE LA SALUD,FISIOTERAPIA Y KINESIOLOGIA,CHUQUISACA,2004,PUBLICA,157,165,45,41,14,23
CIENCIAS DE LA SALUD,LABORATORIO CLINICO,CHUQUISACA,2004,PUBLICA,0,0,0,0,0,0
CIENCIAS DE LA SALUD,MEDICINA,CHUQUISACA,2004,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA SALUD,MEDICINA,CHUQUISACA,2004,PUBLICA,1404,1220,192,191,352,267
CIENCIAS DE LA SALUD,NUTRICION Y DIETETICA,CHUQUISACA,2004,PUBLICA,65,89,10,27,0,0
CIENCIAS DE LA SALUD,ODONTOLOGIA,CHUQUISACA,2004,PUBLICA,944,942,140,109,92,94
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ADMINISTRACION DE EMPRESAS,CHUQUISACA,2004,PRIVADA,0,0,0,0,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ADMINISTRACION DE EMPRESAS,CHUQUISACA,2004,PUBLICA,694,557,144,125,49,42
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ADMINISTRACION FINANCIERA,CHUQUISACA,2004,PRIVADA,0,0,0,0,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ADMINISTRACION FINANCIERA,CHUQUISACA,2004,PUBLICA,161,138,104,87,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,COMERCIO INTERNACIONAL,CHUQUISACA,2004,PRIVADA,0,0,0,0,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,CONTADURIA PUBLICA,CHUQUISACA,2004,PUBLICA,709,1061,111,174,91,131
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,CONTADURIA Y AUDITORIA DE SISTEMAS,CHUQUISACA,2004,PRIVADA,59,65,6,3,19,8
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ECONOMIA,CHUQUISACA,2004,PUBLICA,305,249,54,56,26,26
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,GESTION PUBLICA,CHUQUISACA,2004,PUBLICA,0,0,0,0,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,INGENIERIA COMERCIAL,CHUQUISACA,2004,PRIVADA,126,91,29,24,16,6
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,INGENIERIA COMERCIAL,CHUQUISACA,2004,PUBLICA,524,560,133,132,2,6
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,MARKETING Y PUBLICIDAD,CHUQUISACA,2004,PRIVADA,0,0,0,0,0,0
CIENCIAS SOCIALES,DERECHO,CHUQUISACA,2004,PRIVADA,98,111,27,47,6,1
CIENCIAS SOCIALES,DERECHO,CHUQUISACA,2004,PUBLICA,1873,1814,216,221,246,241
CIENCIAS SOCIALES,SOCIOLOGIA,CHUQUISACA,2004,PUBLICA,0,0,0,0,0,0
CIENCIAS SOCIALES,TRABAJO SOCIAL,CHUQUISACA,2004,PRIVADA,23,64,22,33,1,4
CIENCIAS SOCIALES,TRABAJO SOCIAL,CHUQUISACA,2004,PUBLICA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,ADMINISTRACION DE SISTEMAS DE INFORMACION,CHUQUISACA,2004,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INFORMATICA,CHUQUISACA,2004,PRIVADA,0,0,0,0,2,0
INGENIERIA Y TECNOLOGIA,INGENIERIA AMBIENTAL,CHUQUISACA,2004,PUBLICA,78,56,24,16,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA CIVIL,CHUQUISACA,2004,PRIVADA,192,26,46,11,2,0
INGENIERIA Y TECNOLOGIA,INGENIERIA CIVIL,CHUQUISACA,2004,PUBLICA,847,117,137,20,29,6
INGENIERIA Y TECNOLOGIA,INGENIERIA DE ALIMENTOS,CHUQUISACA,2004,PUBLICA,39,45,18,13,0,2
INGENIERIA Y TECNOLOGIA,INGENIERIA DE HARDWARE,CHUQUISACA,2004,PRIVADA,167,57,44,13,1,1
INGENIERIA Y TECNOLOGIA,INGENIERIA DE PETROLEO Y GAS NATURAL,CHUQUISACA,2004,PUBLICA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA DE SISTEMAS,CHUQUISACA,2004,PUBLICA,774,450,142,68,24,23
INGENIERIA Y TECNOLOGIA,INGENIERIA DE SISTEMAS INFORMATICOS,CHUQUISACA,2004,PRIVADA,44,35,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA DE SISTEMAS INFORMATICOS,CHUQUISACA,2004,PRIVADA,0,0,0,18,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA DE TELECOMUNICACIONES,CHUQUISACA,2004,PUBLICA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTRICA,CHUQUISACA,2004,PUBLICA,102,7,35,2,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTROMECANICA,CHUQUISACA,2004,PUBLICA,132,7,39,2,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTRONICA,CHUQUISACA,2004,PUBLICA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA EN DISEÑO Y ANIMACION DIGITAL,CHUQUISACA,2004,PUBLICA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA EN GESTION AMBIENTAL,CHUQUISACA,2004,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA EN GESTION PETROLERA,CHUQUISACA,2004,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA EN RECURSOS NATURALES,CHUQUISACA,2004,PUBLICA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA EN REDES Y TELECOMUNICACIONES,CHUQUISACA,2004,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA GEOLOGICA,CHUQUISACA,2004,PUBLICA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA INDUSTRIAL,CHUQUISACA,2004,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA INDUSTRIAL,CHUQUISACA,2004,PUBLICA,154,84,26,25,10,4
INGENIERIA Y TECNOLOGIA,INGENIERIA INDUSTRIAL Y DE SISTEMAS,CHUQUISACA,2004,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA MECANICA,CHUQUISACA,2004,PUBLICA,211,4,48,2,8,0
INGENIERIA Y TECNOLOGIA,INGENIERIA QUIMICA,CHUQUISACA,2004,PUBLICA,93,31,27,7,8,3
"ARQUITECTURA, URBANISMO Y ARTE",ARQUITECTURA,COCHABAMBA,2004,PRIVADA,138,69,42,26,1,8
"ARQUITECTURA, URBANISMO Y ARTE",ARQUITECTURA Y CIENCIAS DEL HABITAT,COCHABAMBA,2004,PUBLICA,1897,1068,442,360,153,104
"ARQUITECTURA, URBANISMO Y ARTE",ARTES ESCENICAS TELEVISION Y VIDEO,COCHABAMBA,2004,PRIVADA,4,0,0,0,0,0
"ARQUITECTURA, URBANISMO Y ARTE",DISEÑO DE INTERIORES Y PAISAJISMO,COCHABAMBA,2004,PRIVADA,0,0,0,0,0,0
"ARQUITECTURA, URBANISMO Y ARTE",DISEÑO GRAFICO,COCHABAMBA,2004,PRIVADA,33,45,24,12,3,9
"ARQUITECTURA, URBANISMO Y ARTE",DISEÑO INDUSTRIAL ARTISTICO Y ARTESANAL,COCHABAMBA,2004,PRIVADA,0,0,0,0,0,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,CIENCIAS AMBIENTALES,COCHABAMBA,2004,PRIVADA,0,0,0,0,0,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,FORESTAL,COCHABAMBA,2004,PUBLICA,184,51,100,34,3,1
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA AGROINDUSTRIAL,COCHABAMBA,2004,PRIVADA,16,6,0,0,0,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA AGRONOMICA,COCHABAMBA,2004,PRIVADA,0,0,0,0,0,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA AGRONOMICA,COCHABAMBA,2004,PUBLICA,59,12,376,122,75,19
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA DEL DESARROLLO RURAL,COCHABAMBA,2004,PRIVADA,24,2,0,0,3,1
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA FORESTAL,COCHABAMBA,2004,PRIVADA,0,0,0,0,0,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,MEDICINA VETERINARIA Y ZOOTECNIA,COCHABAMBA,2004,PRIVADA,53,3,22,0,3,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,MEDICINA VETERINARIA Y ZOOTECNIA,COCHABAMBA,2004,PUBLICA,508,397,194,114,13,13
CIENCIAS BASICAS Y NATURALES,BIOLOGIA,COCHABAMBA,2004,PUBLICA,113,244,46,64,7,18
CIENCIAS BASICAS Y NATURALES,FISICA,COCHABAMBA,2004,PUBLICA,64,24,50,20,2,0
CIENCIAS BASICAS Y NATURALES,MATEMATICAS,COCHABAMBA,2004,PRIVADA,0,0,0,0,0,0
CIENCIAS BASICAS Y NATURALES,MATEMATICAS,COCHABAMBA,2004,PUBLICA,219,225,170,176,0,3
CIENCIAS BASICAS Y NATURALES,QUIMICA,COCHABAMBA,2004,PUBLICA,17,42,8,14,3,4
CIENCIAS DE LA COMUNICACION,COMUNICACION SOCIAL,COCHABAMBA,2004,PRIVADA,134,241,90,146,21,41
CIENCIAS DE LA COMUNICACION,COMUNICACION SOCIAL,COCHABAMBA,2004,PUBLICA,444,685,148,236,4,10
CIENCIAS DE LA COMUNICACION,RELACIONES PUBLICAS,COCHABAMBA,2004,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,ADMINISTRACION DE HOTELERIA Y TURISMO,COCHABAMBA,2004,PRIVADA,42,107,22,14,0,8
CIENCIAS DE LA EDUCACION Y HUMANIDADES,CIENCIAS DE LA EDUCACION,COCHABAMBA,2004,PRIVADA,201,292,74,174,16,8
CIENCIAS DE LA EDUCACION Y HUMANIDADES,CIENCIAS DE LA EDUCACION,COCHABAMBA,2004,PUBLICA,728,1608,232,466,11,67
CIENCIAS DE LA EDUCACION Y HUMANIDADES,CIENCIAS DE LA EDUCACION (PROGRAMA COMPLEMENTARIO PARA MAESTROS NORMALISTAS),COCHABAMBA,2004,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,EDUCACION FISICA Y DEPORTES (PROGRAMA COMPLEMENTARIO PARA MAESTROS NORMALISTAS DE EDUCACION FISICA),COCHABAMBA,2004,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,EDUCACION PRIMARIA,COCHABAMBA,2004,PRIVADA,0,0,0,0,0,0
