ÁREA,CARRERA,CIUDAD,AÑO,TIPO DE EDUCACIÓN,MATRICULADOS HOMBRES,MATRICULADOS MUJERES,NUEVOS HOMBRES,NUEVOS MUJERES,TITULADOS HOMBRES,TITULADOS MUJERES
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,AGRONOMIA,CHUQUISACA,2008,PRIVADA,0,0,0,0,2,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA AGROFORESTAL,CHUQUISACA,2008,PUBLICA,68,40,19,17,1,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA AGROINDUSTRIAL,CHUQUISACA,2008,PUBLICA,29,37,12,13,0,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA AGRONOMICA,CHUQUISACA,2008,PUBLICA,245,47,55,20,54,22
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA DEL DESARROLLO RURAL,CHUQUISACA,2008,PUBLICA,45,30,16,9,0,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA ZOOTECNICA,CHUQUISACA,2008,PUBLICA,153,45,42,10,32,3
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,VETERINARIA,CHUQUISACA,2008,PRIVADA,23,8,10,2,3,1
CIENCIAS DE LA COMUNICACION,CIENCIAS DE LA COMUNICACION SOCIAL,CHUQUISACA,2008,PUBLICA,440,485,82,111,34,38
CIENCIAS DE LA EDUCACION Y HUMANIDADES,ADMINISTRACION DE HOTELERIA Y TURISMO,CHUQUISACA,2008,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,ESTUDIOS INTERCULTURALES,CHUQUISACA,2008,PRIVADA,10,1,6,1,1,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,HISTORIA,CHUQUISACA,2008,PUBLICA,163,125,85,74,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,IDIOMAS,CHUQUISACA,2008,PUBLICA,224,681,62,165,4,40
CIENCIAS DE LA EDUCACION Y HUMANIDADES,PEDAGOGIA,CHUQUISACA,2008,PUBLICA,255,529,40,89,13,35
CIENCIAS DE LA EDUCACION Y HUMANIDADES,PSICOLOGIA,CHUQUISACA,2008,PRIVADA,50,56,17,9,4,11
CIENCIAS DE LA EDUCACION Y HUMANIDADES,PSICOLOGIA,CHUQUISACA,2008,PUBLICA,291,783,39,107,10,36
CIENCIAS DE LA EDUCACION Y HUMANIDADES,TEOLOGIA,CHUQUISACA,2008,PRIVADA,27,27,7,22,1,1
CIENCIAS DE LA EDUCACION Y HUMANIDADES,TURISMO,CHUQUISACA,2008,PUBLICA,191,398,38,95,7,21
CIENCIAS DE LA SALUD,BIOIMAGENOLOGIA,CHUQUISACA,2008,PUBLICA,0,0,0,0,0,0
CIENCIAS DE LA SALUD,BIOQUIMICA,CHUQUISACA,2008,PUBLICA,208,1226,53,258,7,124
CIENCIAS DE LA SALUD,ENFERMERIA,CHUQUISACA,2008,PUBLICA,39,661,14,195,0,115
CIENCIAS DE LA SALUD,FISIOTERAPIA Y KINESIOLOGIA,CHUQUISACA,2008,PUBLICA,187,220,39,50,21,32
CIENCIAS DE LA SALUD,LABORATORIO CLINICO,CHUQUISACA,2008,PUBLICA,0,0,0,0,0,0
CIENCIAS DE LA SALUD,MEDICINA,CHUQUISACA,2008,PRIVADA,62,49,45,42,0,0
CIENCIAS DE LA SALUD,MEDICINA,CHUQUISACA,2008,PUBLICA,1314,1401,143,229,150,120
CIENCIAS DE LA SALUD,NUTRICION Y DIETETICA,CHUQUISACA,2008,PUBLICA,56,155,11,38,5,4
CIENCIAS DE LA SALUD,ODONTOLOGIA,CHUQUISACA,2008,PUBLICA,816,916,103,143,99,91
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ADMINISTRACION DE EMPRESAS,CHUQUISACA,2008,PRIVADA,0,0,0,0,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ADMINISTRACION DE EMPRESAS,CHUQUISACA,2008,PUBLICA,930,841,183,191,50,47
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ADMINISTRACION FINANCIERA,CHUQUISACA,2008,PRIVADA,0,0,0,0,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ADMINISTRACION FINANCIERA,CHUQUISACA,2008,PUBLICA,431,508,138,144,11,10
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,COMERCIO INTERNACIONAL,CHUQUISACA,2008,PRIVADA,0,0,0,0,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,CONTADURIA PUBLICA,CHUQUISACA,2008,PUBLICA,725,1157,107,211,65,116
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,CONTADURIA Y AUDITORIA DE SISTEMAS,CHUQUISACA,2008,PRIVADA,19,12,2,3,8,7
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ECONOMIA,CHUQUISACA,2008,PUBLICA,347,364,108,115,18,15
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,GESTION PUBLICA,CHUQUISACA,2008,PUBLICA,53,43,53,43,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,INGENIERIA COMERCIAL,CHUQUISACA,2008,PRIVADA,85,67,23,24,24,18
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,INGENIERIA COMERCIAL,CHUQUISACA,2008,PUBLICA,755,796,131,164,21,43
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,MARKETING Y PUBLICIDAD,CHUQUISACA,2008,PRIVADA,0,0,0,0,0,0
CIENCIAS SOCIALES,DERECHO,CHUQUISACA,2008,PRIVADA,78,134,22,42,18,12
CIENCIAS SOCIALES,DERECHO,CHUQUISACA,2008,PUBLICA,1567,1581,204,266,119,264
CIENCIAS SOCIALES,SOCIOLOGIA,CHUQUISACA,2008,PUBLICA,255,183,101,81,0,0
CIENCIAS SOCIALES,TRABAJO SOCIAL,CHUQUISACA,2008,PRIVADA,3,70,0,16,0,5
CIENCIAS SOCIALES,TRABAJO SOCIAL,CHUQUISACA,2008,PUBLICA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,ADMINISTRACION DE SISTEMAS DE INFORMACION,CHUQUISACA,2008,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INFORMATICA,CHUQUISACA,2008,PRIVADA,0,0,0,0,7,1
INGENIERIA Y TECNOLOGIA,INGENIERIA AMBIENTAL,CHUQUISACA,2008,PUBLICA,150,101,56,44,2,1
INGENIERIA Y TECNOLOGIA,INGENIERIA CIVIL,CHUQUISACA,2008,PRIVADA,73,81,13,30,9,2
INGENIERIA Y TECNOLOGIA,INGENIERIA CIVIL,CHUQUISACA,2008,PUBLICA,1225,194,268,51,39,22
INGENIERIA Y TECNOLOGIA,INGENIERIA DE ALIMENTOS,CHUQUISACA,2008,PUBLICA,43,53,25,27,1,2
INGENIERIA Y TECNOLOGIA,INGENIERIA DE HARDWARE,CHUQUISACA,2008,PRIVADA,53,11,18,1,8,8
INGENIERIA Y TECNOLOGIA,INGENIERIA DE PETROLEO Y GAS NATURAL,CHUQUISACA,2008,PUBLICA,453,148,160,66,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA DE SISTEMAS,CHUQUISACA,2008,PUBLICA,881,420,136,42,35,30
INGENIERIA Y TECNOLOGIA,INGENIERIA DE SISTEMAS INFORMATICOS,CHUQUISACA,2008,PRIVADA,38,48,0,0,9,1
INGENIERIA Y TECNOLOGIA,INGENIERIA DE SISTEMAS INFORMATICOS,CHUQUISACA,2008,PRIVADA,0,0,10,15,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA DE TELECOMUNICACIONES,CHUQUISACA,2008,PUBLICA,237,60,83,28,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTRICA,CHUQUISACA,2008,PUBLICA,188,8,66,2,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTROMECANICA,CHUQUISACA,2008,PUBLICA,224,6,65,2,2,0
INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTRONICA,CHUQUISACA,2008,PUBLICA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA EN DISEÑO Y ANIMACION DIGITAL,CHUQUISACA,2008,PUBLICA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA EN GESTION AMBIENTAL,CHUQUISACA,2008,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA EN GESTION PETROLERA,CHUQUISACA,2008,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA EN RECURSOS NATURALES,CHUQUISACA,2008,PUBLICA,62,33,24,16,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA EN REDES Y TELECOMUNICACIONES,CHUQUISACA,2008,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA GEOLOGICA,CHUQUISACA,2008,PUBLICA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA INDUSTRIAL,CHUQUISACA,2008,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA INDUSTRIAL,CHUQUISACA,2008,PUBLICA,209,149,67,37,1,5
INGENIERIA Y TECNOLOGIA,INGENIERIA INDUSTRIAL Y DE SISTEMAS,CHUQUISACA,2008,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA MECANICA,CHUQUISACA,2008,PUBLICA,245,6,85,3,4,0
INGENIERIA Y TECNOLOGIA,INGENIERIA QUIMICA,CHUQUISACA,2008,PUBLICA,157,64,79,25,6,1
"ARQUITECTURA, URBANISMO Y ARTE",ARQUITECTURA,COCHABAMBA,2008,PRIVADA,154,93,58,56,12,10
"ARQUITECTURA, URBANISMO Y ARTE",ARQUITECTURA Y CIENCIAS DEL HABITAT,COCHABAMBA,2008,PUBLICA,1729,1101,900,576,97,87
"ARQUITECTURA, URBANISMO Y ARTE",ARTES ESCENICAS TELEVISION Y VIDEO,COCHABAMBA,2008,PRIVADA,1,0,0,0,1,0
"ARQUITECTURA, URBANISMO Y ARTE",DISEÑO DE INTERIORES Y PAISAJISMO,COCHABAMBA,2008,PRIVADA,0,0,0,0,0,0
"ARQUITECTURA, URBANISMO Y ARTE",DISEÑO GRAFICO,COCHABAMBA,2008,PRIVADA,45,48,18,24,1,8
"ARQUITECTURA, URBANISMO Y ARTE",DISEÑO INDUSTRIAL ARTISTICO Y ARTESANAL,COCHABAMBA,2008,PRIVADA,0,0,0,0,0,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,CIENCIAS AMBIENTALES,COCHABAMBA,2008,PRIVADA,0,0,0,0,0,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,FORESTAL,COCHABAMBA,2008,PUBLICA,295,93,128,44,12,3
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA AGROINDUSTRIAL,COCHABAMBA,2008,PRIVADA,45,27,0,0,3,4
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA AGRONOMICA,COCHABAMBA,2008,PRIVADA,0,0,0,0,0,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA AGRONOMICA,COCHABAMBA,2008,PUBLICA,376,112,514,170,44,16
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA DEL DESARROLLO RURAL,COCHABAMBA,2008,PRIVADA,6,1,0,0,3,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA FORESTAL,COCHABAMBA,2008,PRIVADA,0,0,0,0,0,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,MEDICINA VETERINARIA Y ZOOTECNIA,COCHABAMBA,2008,PRIVADA,47,24,28,14,3,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,MEDICINA VETERINARIA Y ZOOTECNIA,COCHABAMBA,2008,PUBLICA,493,435,86,112,15,24
CIENCIAS BASICAS Y NATURALES,BIOLOGIA,COCHABAMBA,2008,PUBLICA,139,229,50,50,3,20
CIENCIAS BASICAS Y NATURALES,FISICA,COCHABAMBA,2008,PUBLICA,67,23,28,12,1,0
CIENCIAS BASICAS Y NATURALES,MATEMATICAS,COCHABAMBA,2008,PRIVADA,3,0,0,0,0,0
CIENCIAS BASICAS Y NATURALES,MATEMATICAS,COCHABAMBA,2008,PUBLICA,221,228,88,108,3,0
CIENCIAS BASICAS Y NATURALES,QUIMICA,COCHABAMBA,2008,PUBLICA,20,33,6,16,0,4
CIENCIAS DE LA COMUNICACION,COMUNICACION SOCIAL,COCHABAMBA,2008,PRIVADA,264,344,158,192,6,40
CIENCIAS DE LA COMUNICACION,COMUNICACION SOCIAL,COCHABAMBA,2008,PUBLICA,664,945,208,306,9,17
CIENCIAS DE LA COMUNICACION,RELACIONES PUBLICAS,COCHABAMBA,2008,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,ADMINISTRACION DE HOTELERIA Y TURISMO,COCHABAMBA,2008,PRIVADA,92,106,54,50,4,27
CIENCIAS DE LA EDUCACION Y HUMANIDADES,CIENCIAS DE LA EDUCACION,COCHABAMBA,2008,PRIVADA,170,486,540,348,23,21
CIENCIAS DE LA EDUCACION Y HUMANIDADES,CIENCIAS DE LA EDUCACION,COCHABAMBA,2008,PUBLICA,763,1689,314,656,14,30
CIENCIAS DE LA EDUCACION Y HUMANIDADES,CIENCIAS DE LA EDUCACION (PROGRAMA COMPLEMENTARIO PARA MAESTROS NORMALISTAS),COCHABAMBA,2008,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,EDUCACION FISICA Y DEPORTES (PROGRAMA COMPLEMENTARIO PARA MAESTROS NORMALISTAS DE EDUCACION FISICA),COCHABAMBA,2008,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,EDUCACION PRIMARIA,COCHABAMBA,2008,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,EDUCACION SECUNDARIA MENCION FILOSOFIA Y LETRAS,COCHABAMBA,2008,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,FILOSOFIA,COCHABAMBA,2008,PRIVADA,48,12,42,10,14,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,GASTRONOMIA,COCHABAMBA,2008,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,LINGÜISTICA APLICADA A LA ENSEÑANZA DE LAS LENGUAS,COCHABAMBA,2008,PUBLICA,344,1193,152,480,8,13
CIENCIAS DE LA EDUCACION Y HUMANIDADES,PEDAGOGIA SOCIAL PRODUCTIVA,COCHABAMBA,2008,PUBLICA,13,28,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,PSICOLOGIA,COCHABAMBA,2008,PRIVADA,181,240,94,156,1,12
CIENCIAS DE LA EDUCACION Y HUMANIDADES,PSICOLOGIA,COCHABAMBA,2008,PUBLICA,531,1367,138,404,21,65
CIENCIAS DE LA EDUCACION Y HUMANIDADES,PSICOPEDAGOGIA,COCHABAMBA,2008,PRIVADA,0,0,0,0,3,12
CIENCIAS DE LA EDUCACION Y HUMANIDADES,TEOLOGIA,COCHABAMBA,2008,PRIVADA,460,30,348,20,31,1
CIENCIAS DE LA SALUD,BIOQUIMICA Y FARMACIA,COCHABAMBA,2008,PRIVADA,168,248,94,148,1,11
CIENCIAS DE LA SALUD,BIOQUIMICA Y FARMACIA,COCHABAMBA,2008,PUBLICA,300,1766,96,804,27,169
CIENCIAS DE LA SALUD,ENFERMERIA,COCHABAMBA,2008,PRIVADA,65,775,58,522,4,32
CIENCIAS DE LA SALUD,ENFERMERIA,COCHABAMBA,2008,PUBLICA,82,1088,28,514,1,64
CIENCIAS DE LA SALUD,FISIOTERAPIA Y KINESIOLOGIA,COCHABAMBA,2008,PRIVADA,155,496,80,232,24,50
CIENCIAS DE LA SALUD,MEDICINA,COCHABAMBA,2008,PRIVADA,2486,2457,1534,1394,89,141
CIENCIAS DE LA SALUD,MEDICINA,COCHABAMBA,2008,PUBLICA,1016,1530,344,762,134,130
CIENCIAS DE LA SALUD,NUTRICION,COCHABAMBA,2008,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA SALUD,ODONTOLOGIA,COCHABAMBA,2008,PRIVADA,376,412,174,194,42,55
CIENCIAS DE LA SALUD,ODONTOLOGIA,COCHABAMBA,2008,PUBLICA,605,1223,212,422,117,224
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ADMINISTRACION DE EMPRESAS,COCHABAMBA,2008,PRIVADA,370,328,292,228,23,17
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ADMINISTRACION DE EMPRESAS,COCHABAMBA,2008,PUBLICA,2341,1816,694,634,86,122
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ADMINISTRADOR PUBLICO,COCHABAMBA,2008,PRIVADA,0,0,0,0,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,AUDITORIA FINANCIERA,COCHABAMBA,2008,PRIVADA,75,120,66,88,19,28
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,COMERCIO INTERNACIONAL,COCHABAMBA,2008,PRIVADA,63,79,26,52,2,4
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,CONTADURIA PUBLICA,COCHABAMBA,2008,PRIVADA,130,163,116,194,24,26
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,CONTADURIA PUBLICA,COCHABAMBA,2008,PUBLICA,2617,3322,704,1026,124,202
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ECONOMIA,COCHABAMBA,2008,PRIVADA,31,17,14,12,9,3
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ECONOMIA,COCHABAMBA,2008,PUBLICA,846,582,210,180,25,15
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,GESTION DEL TERRITORIO,COCHABAMBA,2008,PRIVADA,0,0,0,0,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,INGENIERIA COMERCIAL,COCHABAMBA,2008,PRIVADA,1087,1198,576,528,84,107
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,INGENIERIA ECONOMICA Y FINANCIERA,COCHABAMBA,2008,PRIVADA,4,14,4,0,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,INGENIERIA FINANCIERA,COCHABAMBA,2008,PRIVADA,69,64,26,30,5,4
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,MARKETING Y PUBLICIDAD,COCHABAMBA,2008,PRIVADA,155,126,144,108,5,8
CIENCIAS SOCIALES,ANTROPOLOGIA,COCHABAMBA,2008,PRIVADA,61,43,18,26,5,3
CIENCIAS SOCIALES,ANTROPOLOGIA,COCHABAMBA,2008,PUBLICA,0,0,0,0,0,0
CIENCIAS SOCIALES,CIENCIAS POLITICAS,COCHABAMBA,2008,PUBLICA,385,207,272,162,3,5
CIENCIAS SOCIALES,DERECHO,COCHABAMBA,2008,PRIVADA,570,534,304,286,65,69
CIENCIAS SOCIALES,DERECHO,COCHABAMBA,2008,PUBLICA,4107,3374,1566,1420,85,62
CIENCIAS SOCIALES,RELACIONES INTERNACIONALES,COCHABAMBA,2008,PRIVADA,3,5,0,18,0,0
CIENCIAS SOCIALES,SOCIOLOGIA,COCHABAMBA,2008,PUBLICA,425,440,224,266,6,7
CIENCIAS SOCIALES,TRABAJO SOCIAL,COCHABAMBA,2008,PRIVADA,1,113,4,50,0,6
CIENCIAS SOCIALES,TRABAJO SOCIAL,COCHABAMBA,2008,PUBLICA,40,295,50,324,0,0
INGENIERIA Y TECNOLOGIA,ADMINISTRACION DE SISTEMAS DE INFORMACION,COCHABAMBA,2008,PRIVADA,1,0,0,0,1,0
INGENIERIA Y TECNOLOGIA,AMBIENTAL,COCHABAMBA,2008,PUBLICA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,BIOINGENIERIA,COCHABAMBA,2008,PRIVADA,1,3,0,0,0,0
INGENIERIA Y TECNOLOGIA,GAS Y PETROLEO,COCHABAMBA,2008,PUBLICA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,GEODESIA Y TOPOGRAFIA,COCHABAMBA,2008,PRIVADA,24,0,20,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA AERONAUTICA,COCHABAMBA,2008,PRIVADA,18,9,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA AMBIENTAL,COCHABAMBA,2008,PRIVADA,90,127,52,38,7,12
INGENIERIA Y TECNOLOGIA,INGENIERIA BIOMEDICA,COCHABAMBA,2008,PRIVADA,29,40,8,14,1,1
INGENIERIA Y TECNOLOGIA,INGENIERIA CIVIL,COCHABAMBA,2008,PRIVADA,424,176,260,144,35,9
INGENIERIA Y TECNOLOGIA,INGENIERIA CIVIL,COCHABAMBA,2008,PUBLICA,2544,370,1012,164,105,22
INGENIERIA Y TECNOLOGIA,INGENIERIA DE ALIMENTOS,COCHABAMBA,2008,PUBLICA,147,454,38,156,7,14
INGENIERIA Y TECNOLOGIA,INGENIERIA DE ENERGIA,COCHABAMBA,2008,PRIVADA,84,176,40,140,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA DE LA PRODUCCION,COCHABAMBA,2008,PRIVADA,35,34,28,22,3,3
INGENIERIA Y TECNOLOGIA,INGENIERIA DE RECURSOS NATURALES Y ECOLOGIA,COCHABAMBA,2008,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA DE SISTEMAS,COCHABAMBA,2008,PRIVADA,798,160,396,76,35,14
INGENIERIA Y TECNOLOGIA,INGENIERIA DE SISTEMAS,COCHABAMBA,2008,PUBLICA,2176,807,514,160,34,33
INGENIERIA Y TECNOLOGIA,INGENIERIA DE SISTEMAS INFORMATICOS,COCHABAMBA,2008,PRIVADA,51,85,0,0,3,1
INGENIERIA Y TECNOLOGIA,INGENIERIA DE SISTEMAS Y GERENCIA CORPORATIVA,COCHABAMBA,2008,PRIVADA,0,1,18,42,2,1
INGENIERIA Y TECNOLOGIA,INGENIERIA DE SONIDO,COCHABAMBA,2008,PRIVADA,102,2,30,0,1,0
INGENIERIA Y TECNOLOGIA,INGENIERIA DE TELECOMUNICACIONES,COCHABAMBA,2008,PRIVADA,276,101,88,34,13,14
INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTRICA,COCHABAMBA,2008,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTRICA,COCHABAMBA,2008,PUBLICA,432,22,200,6,15,0
INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTROMECANICA,COCHABAMBA,2008,PRIVADA,139,110,80,104,1,0
INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTROMECANICA,COCHABAMBA,2008,PUBLICA,1011,35,458,10,15,0
INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTRONICA,COCHABAMBA,2008,PRIVADA,80,37,32,18,6,1
INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTRONICA,COCHABAMBA,2008,PUBLICA,1148,114,264,14,19,3
INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTRONICA Y DE SISTEMAS,COCHABAMBA,2008,PRIVADA,15,31,6,30,1,0
INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTRONICA Y TELECOMUNICACIONES,COCHABAMBA,2008,PRIVADA,35,9,30,4,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA EN INDUSTRIAS ALIMENTARIAS,COCHABAMBA,2008,PRIVADA,54,40,34,16,2,4
INGENIERIA Y TECNOLOGIA,INGENIERIA HIDROLOGICA,COCHABAMBA,2008,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA INDUSTRIAL,COCHABAMBA,2008,PRIVADA,146,140,68,56,18,20
INGENIERIA Y TECNOLOGIA,INGENIERIA INDUSTRIAL,COCHABAMBA,2008,PUBLICA,1330,928,462,398,53,34
INGENIERIA Y TECNOLOGIA,INGENIERIA INDUSTRIAL Y DE SISTEMAS,COCHABAMBA,2008,PRIVADA,76,58,42,30,11,5
INGENIERIA Y TECNOLOGIA,INGENIERIA INFORMATICA,COCHABAMBA,2008,PRIVADA,3,0,0,0,0,3
INGENIERIA Y TECNOLOGIA,INGENIERIA INFORMATICA,COCHABAMBA,2008,PUBLICA,485,191,80,16,13,14
INGENIERIA Y TECNOLOGIA,INGENIERIA MECANICA,COCHABAMBA,2008,PRIVADA,2,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA MECANICA,COCHABAMBA,2008,PUBLICA,344,9,306,6,13,0
INGENIERIA Y TECNOLOGIA,INGENIERIA MECANICA INDUSTRIAL,COCHABAMBA,2008,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA MECATRONICA,COCHABAMBA,2008,PRIVADA,8,2,0,0,1,0
INGENIERIA Y TECNOLOGIA,INGENIERIA PETROLERA Y GAS NATURAL,COCHABAMBA,2008,PRIVADA,291,69,202,44,7,1
INGENIERIA Y TECNOLOGIA,INGENIERIA QUIMICA,COCHABAMBA,2008,PUBLICA,415,398,176,164,11,15
INGENIERIA Y TECNOLOGIA,INGENIERO QUIMICO ADMINISTRADOR,COCHABAMBA,2008,PRIVADA,15,19,0,0,1,0
OTROS OFICIOS,DESARROLLO ENDOGENO Y AGROECOLOGIA,COCHABAMBA,2008,PUBLICA,0,0,0,0,0,0
"ARQUITECTURA, URBANISMO Y ARTE",ARQUITECTURA,LA PAZ,2008,PRIVADA,225,209,72,74,27,21
"ARQUITECTURA, URBANISMO Y ARTE",ARQUITECTURA,LA PAZ,2008,PUBLICA,1779,799,476,274,131,82
"ARQUITECTURA, URBANISMO Y ARTE",ARTES PLASTICAS,LA PAZ,2008,PUBLICA,389,256,428,172,2,3
"ARQUITECTURA, URBANISMO Y ARTE",DISEÑO GRAFICO,LA PAZ,2008,PRIVADA,0,0,0,0,0,0
"ARQUITECTURA, URBANISMO Y ARTE",DISEÑO Y DECORACION DE INTERIORES,LA PAZ,2008,PRIVADA,55,32,20,20,1,7
"ARQUITECTURA, URBANISMO Y ARTE",MUSICA,LA PAZ,2008,PRIVADA,58,20,50,10,1,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA AGRICOLA,LA PAZ,2008,PRIVADA,0,0,0,0,0,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA AGRONOMICA,LA PAZ,2008,PUBLICA,1508,942,254,218,79,30
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA DE MEDIO AMBIENTE Y RECURSOS NATURALES,LA PAZ,2008,PRIVADA,44,30,16,18,4,3
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA EN ECOLOGIA Y MEDIO AMBIENTE,LA PAZ,2008,PRIVADA,66,40,80,58,4,4
